Instrucciones: El documento se divide para dos discos diferentes (Amarillo y Azul),
los datos deben trabajarse en una hoja de calculos, como las de excel.

Distancia horizontal de referencia [pixeles]: 851
Distancia horizontal de referencia [milimetros]: 180
Distancia vertical de referencia [pixeles]: 480
Distancia vertical de referencia [milimetros]: 322

Yellow Values
Time [seconds];position x[pixel];position y[pixel]
9.873564720153809;156;365
9.975570678710938;156;360
10.06657600402832;157;349
10.167581558227539;157;338
10.277587652206421;159;326
10.374593496322632;161;313
10.466598749160767;165;300
10.562604188919067;170;285
10.67361044883728;178;268
10.770616054534912;186;254
10.865621566772461;193;242
10.96762728691101;200;233
11.073633670806885;208;225
11.170638799667358;215;216
11.265644550323486;225;209
11.362649917602539;235;200
11.473656415939331;244;193
11.570662021636963;254;187
11.666667222976685;260;183
11.762672901153564;262;182
11.885679960250854;262;183
11.969684839248657;262;182
12.066690444946289;262;182
12.16269564628601;262;182
12.273702144622803;262;182
12.385708570480347;263;182
12.471713304519653;267;180
12.563718795776367;268;180
12.678725242614746;268;179
12.778731107711792;269;179
12.866735935211182;271;178
12.96174144744873;275;176
13.072747707366943;280;174
13.170753240585327;284;173
13.265758752822876;287;172
13.361764192581177;290;170
13.4737708568573;294;169
13.571776390075684;300;168
13.67178225517273;306;166
13.76678729057312;313;164
13.88279414176941;318;163
13.97879958152771;322;163
14.066804885864258;325;163
14.166810512542725;332;162
14.263815879821777;346;160
14.37482213973999;367;161
14.47082781791687;388;164
14.566833257675171;405;167
14.66283893585205;417;171
14.77884554862976;428;175
14.874850749969482;442;182
14.970856428146362;458;191
15.063861608505249;472;201
15.178868293762207;480;208
15.274873733520508;485;212
15.368879079818726;486;213
15.463884592056274;486;213
15.574890851974487;487;214
15.670896530151367;487;214
15.770902156829834;489;216
15.86390733718872;494;221
15.97991394996643;498;226
16.07491946220398;503;231
16.166924953460693;509;239
16.27393078804016;519;254
16.376936674118042;528;271
16.474942207336426;534;286
16.56694769859314;539;304
16.66995358467102;543;328
16.774959564208984;545;353
16.870965003967285;543;375
16.970970630645752;542;387
17.062976121902466;541;395
17.177982568740845;539;401
17.274988174438477;537;409
17.370993614196777;533;419
17.462998867034912;532;426
17.575005292892456;529;432
17.675010919570923;529;434
17.771016597747803;527;436
17.86402177810669;524;437
17.978028297424316;524;439
18.072033882141113;524;440
18.17103934288025;525;440
18.264044523239136;523;442
18.379051208496094;521;446
18.47205662727356;520;449
18.571062326431274;518;453
18.66406774520874;513;461
18.778074264526367;505;472
18.871079444885254;495;485
18.97108507156372;483;497
19.0670907497406;472;507
19.17609691619873;460;516
19.268102169036865;447;524
19.368107795715332;431;533
19.467113494873047;413;540
19.573119640350342;387;547
19.672125339508057;360;550
19.77113103866577;338;549
19.867136240005493;326;549
19.978142738342285;321;548
20.07114815711975;319;547
20.168153762817383;319;547
20.267159461975098;319;547
20.37816548347473;319;547
20.47217106819153;319;548
20.562175989151;319;547
20.659181594848633;317;547
20.775188207626343;314;547
20.866193532943726;311;545
20.963199138641357;306;545
21.058204412460327;301;543
21.17021083831787;296;543
21.269216537475586;293;541
21.36222195625305;290;540
21.458227157592773;286;539
21.569233655929565;281;538
21.666239261627197;274;535
21.762244701385498;263;530
21.858250379562378;248;522
21.96925663948059;237;515
22.067262172698975;233;511
22.162267684936523;226;505
22.258273124694824;219;499
22.369279623031616;213;495
22.46628499031067;203;483
22.5632905960083;190;465
22.65829610824585;178;445
22.769302368164062;169;425
22.866307973861694;164;408
22.962313413619995;161;397
23.058318853378296;159;394
23.169325351715088;159;391
23.26633095741272;159;389
23.36233639717102;158;388
23.459341764450073;158;387
23.575348615646362;158;387
23.666353702545166;158;386
23.767359495162964;157;380
23.858364820480347;157;375
23.988372087478638;156;366
24.067376613616943;156;357
24.162382125854492;155;352
24.258387565612793;156;348
24.374394178390503;156;342
24.46939969062805;158;330
24.567405462265015;162;311
24.663410663604736;170;285
24.778417110443115;184;256
24.875422716140747;202;232
24.970428228378296;220;213
25.06243348121643;233;202
25.174439907073975;243;194
25.270445346832275;250;189
25.37045121192932;255;187
25.466456651687622;258;185
25.57446265220642;259;183
25.674468755722046;260;183
25.77147388458252;260;183
25.866479635238647;260;183
25.97848606109619;262;183
26.07249140739441;267;180
26.16749668121338;268;180
26.26350235939026;270;179
26.378508806228638;274;177
26.472514152526855;282;173
26.568519830703735;298;168
26.658524990081787;319;163
26.77053141593933;341;161
26.86553645133972;361;161
26.962542295455933;384;163
27.058547735214233;410;169
27.169553995132446;436;179
27.270559787750244;461;193
27.362565279006958;478;206
27.457570552825928;487;214
27.56957697868347;489;216
27.67058277130127;489;216
27.762588024139404;489;216
27.858593702316284;492;219
27.969599723815918;494;221
28.065605401992798;496;224
28.164610862731934;500;226
28.26361656188965;502;229
28.369622468948364;505;233
28.466628313064575;508;238
28.562633752822876;514;245
28.658639192581177;520;255
28.76964569091797;528;269
28.8666512966156;535;288
28.962656497955322;540;312
29.058662176132202;544;335
29.169668436050415;545;349
29.266674041748047;544;361
29.362679481506348;542;377
29.45868492126465;540;395
29.56969141960144;535;413
29.66569685935974;530;426
29.76170253753662;528;431
29.857707738876343;528;432
29.954713344573975;527;434
30.0687198638916;526;437
30.161725282669067;525;439
30.2587308883667;524;440
30.35473608970642;524;440
30.465742588043213;524;440
30.563748121261597;524;441
30.658753633499146;524;441
30.754759311676025;524;441
30.86576533317566;522;444
30.96177101135254;519;452
31.05877661705017;515;457
31.15478205680847;507;469
31.2757887840271;495;484
31.36479425430298;478;502
31.458799362182617;460;515
31.553804874420166;437;529
31.66581130027771;417;539
31.76181697845459;397;544
31.85782217979431;379;548
31.954827785491943;360;550
32.065834283828735;345;551
32.16483974456787;333;549
32.25784492492676;326;549
32.35485053062439;322;548
32.466856956481934;322;548
32.56286263465881;322;548
32.658868074417114;321;548
32.753873348236084;321;548
32.86587977409363;315;547
32.96288537979126;312;546
33.05789089202881;307;546
33.15389657020569;298;543
33.27890348434448;283;539
33.36390829086304;265;531
33.457913637161255;247;521
33.55491924285889;233;511
33.66592574119568;219;500
33.76293134689331;201;480
33.85993671417236;183;453
33.95394206047058;170;425
34.065948486328125;163;404
34.161954164505005;160;393
34.25895977020264;159;388
34.35396480560303;158;386
34.47797203063965;158;385
34.56297707557678;158;385
34.65798234939575;158;385
34.762988328933716;158;385
34.870994567871094;158;383
34.97100043296814;157;381
35.063005447387695;158;380
35.16001105308533;158;378
35.274017572402954;157;376
35.36802315711975;157;371
35.467028856277466;157;364
35.56303405761719;157;352
35.6740403175354;158;335
35.77104616165161;160;319
35.861051082611084;162;310
35.95405650138855;164;303
36.066062927246094;166;296
36.17106890678406;170;286
36.26407432556152;175;273
36.35907983779907;185;256
36.47108602523804;196;239
36.56909155845642;207;225
36.668097257614136;211;220
36.75910258293152;212;219
36.87710928916931;214;219
36.962114095687866;217;215
37.058119773864746;219;213
37.174126386642456;220;212
37.27113199234009;220;212
37.36713743209839;222;211
37.467143058776855;225;208
37.563148498535156;225;207
37.67615485191345;225;207
37.77716064453125;227;206
37.86716604232788;237;199
37.96317148208618;254;187
38.074177742004395;263;182
38.16718316078186;264;181
38.26418876647949;264;181
38.36319422721863;264;181
38.47520065307617;264;182
38.57820653915405;265;181
38.66721153259277;273;177
38.75521659851074;282;174
38.87622380256653;291;170
38.97922945022583;296;169
39.064234256744385;302;167
39.1632399559021;306;166
39.27424645423889;308;165
39.36725187301636;310;165
39.467257499694824;315;164
39.562262773513794;321;163
39.67026901245117;332;162
39.768274784088135;349;160
39.864280223846436;378;162
39.96128559112549;414;170
40.0702919960022;448;185
40.16729760169983;468;197
40.266303300857544;473;201
40.3633086681366;475;203
40.47531509399414;480;208
40.57732105255127;484;211
40.6743266582489;487;214
40.75633096694946;488;214
40.86533737182617;487;214
40.963343143463135;487;214
41.058348655700684;487;214
41.154353857040405;490;216
41.27236080169678;492;218
41.36236572265625;492;219
41.45837140083313;492;219
41.55937719345093;493;220
41.67538380622864;493;220
41.77038931846619;493;220
41.858394145965576;493;221
41.954399824142456;494;222
42.070406436920166;495;222
42.16641187667847;496;223
42.2634174823761;498;225
42.35942268371582;501;229
42.47542953491211;506;234
42.56943488121033;508;238
42.65843987464905;509;239
42.759445905685425;511;242
42.874452352523804;517;251
42.971457958221436;524;263
43.06346321105957;530;276
43.154468297958374;535;287
43.27047514915466;537;294
43.36248016357422;539;302
43.4584858417511;542;320
43.5544912815094;545;344
43.66949772834778;543;368
43.762503147125244;541;388
43.858508586883545;539;401
43.954514026641846;537;409
44.077521085739136;535;416
44.16252589225769;533;423
44.25853133201599;531;426
44.35453701019287;530;430
44.46554350852966;528;434
44.562548875808716;526;439
44.65855431556702;524;441
44.75555992126465;523;443
44.86556625366211;523;443
44.96257185935974;523;443
45.05857729911804;523;444
45.156583070755005;522;448
45.265588998794556;520;449
45.361594676971436;518;454
45.45860028266907;514;460
45.55460572242737;510;465
45.65061116218567;510;465
45.76161742210388;509;467
45.858623027801514;509;467
45.954628467559814;508;469
46.051634073257446;507;470
46.16164040565491;508;468
46.25864577293396;513;460
46.35365128517151;514;459
46.45065689086914;513;459
46.56166338920593;512;461
46.657668590545654;507;469
46.754674196243286;498;481
46.8586802482605;489;490
46.97068667411804;482;498
47.06669211387634;479;501
47.162697553634644;479;501
47.25870323181152;479;501
47.37070965766907;478;500
47.463714838027954;479;501
47.55672025680542;479;501
47.65872597694397;479;501
47.76673197746277;479;501
47.873738288879395;479;501
47.962743282318115;479;501
48.058748960494995;478;501
48.16675519943237;479;501
48.263760805130005;476;504
48.35576581954956;462;514
48.45177149772644;449;522
48.5617778301239;440;528
48.66378355026245;427;534
48.75978875160217;411;540
48.85879468917847;395;545
48.966800689697266;383;548
49.0638062953949;377;548
49.16281199455261;374;548
49.25881767272949;371;549
49.370824098587036;367;550
49.46382927894592;364;550
49.56283497810364;363;549
49.65884041786194;360;550
49.76684641838074;351;551
49.86285209655762;340;550
49.96185755729675;331;549
50.058863162994385;330;549
50.16686964035034;330;549
50.26687526702881;330;549
50.35888051986694;330;549
50.45988607406616;330;549
50.570892572402954;330;549
50.666898012161255;330;549
50.75990319252014;329;549
50.85690879821777;328;548
50.9709153175354;327;549
51.063920736312866;325;548
51.158926010131836;322;548
51.25893187522888;320;547
51.36793804168701;321;548
51.46694374084473;321;547
51.55894923210144;320;547
51.649954319000244;320;548
51.76196074485779;317;548
51.8609664440155;314;546
51.95497179031372;310;546
52.0579776763916;304;544
52.17698431015015;296;542
52.26698970794678;285;539
52.36999559402466;268;532
52.46000051498413;245;520
52.56700682640076;221;501
52.66301202774048;197;475
52.7630181312561;183;453
52.85502314567566;174;436
52.9670295715332;168;423
53.06703543663025;164;410
53.160040855407715;161;400
53.25004577636719;159;392
53.36705255508423;158;388
53.45905780792236;159;388
53.55406308174133;159;388
53.65006875991821;158;388
53.77807593345642;158;388
53.85908079147339;158;387
53.95508623123169;157;382
54.05009150505066;157;379
54.1620979309082;157;376
54.25810360908508;157;372
54.355108976364136;157;362
54.450114250183105;157;349
54.56212067604065;157;340
54.66012644767761;159;326
54.75413179397583;163;307
54.85013747215271;172;282
54.961143493652344;190;248
55.058149099349976;215;218
55.154154777526855;235;200
55.250160217285156;249;190
55.36716675758362;255;186
55.45917224884033;260;183
55.55517768859863;263;182
55.6501829624176;262;182
55.77319025993347;263;182
55.858195066452026;263;182
55.95420026779175;263;182
56.056206464767456;268;180
56.16221237182617;271;178
56.25821781158447;277;176
56.3602237701416;287;172
56.450228691101074;303;167
56.56223511695862;320;163
56.6582407951355;331;162
56.75924634933472;334;161
56.85125184059143;342;161
56.96625852584839;358;161
57.06326389312744;379;162
57.16326975822449;404;167
57.250274658203125;427;175
57.36228108406067;444;182
57.4592866897583;454;189
57.55429196357727;461;193
57.65029740333557;464;195
57.76130390167236;467;197
57.858309507369995;470;199
57.95431470870972;475;204
58.06132102012634;481;208
58.16232681274414;483;211
58.25833225250244;483;211
58.35433793067932;484;212
58.45034313201904;484;212
58.561349630355835;486;213
58.65835523605347;487;215
58.75436067581177;488;215
58.85036611557007;488;215
58.965372800827026;488;215
59.05837798118591;488;215
59.154383420944214;492;219
59.250389099121094;499;225
59.36139535903931;508;238
59.45840072631836;520;255
59.55640649795532;530;275
59.65041184425354;538;298
59.76141834259033;542;321
59.858423948287964;545;343
59.95742964744568;544;365
60.050434827804565;542;383
60.16144108772278;540;398
60.25844669342041;537;407
60.35445237159729;534;417
60.44945740699768;532;425
60.561463832855225;529;432
60.66346979141235;529;435
60.754475116729736;528;436
60.85048031806946;526;437
60.96148681640625;524;439
61.059492349624634;524;440
61.15449786186218;524;441
61.251503467559814;525;441
61.346508741378784;524;442
61.45851516723633;521;446
61.55452084541321;518;453
61.65052628517151;510;464
61.74553179740906;501;476
61.86253833770752;489;491
61.95954394340515;472;507
62.05554938316345;451;522
62.15155482292175;427;535
62.25956106185913;393;546
62.36256694793701;359;550
62.45557236671448;336;549
62.5515775680542;329;549
62.66658425331116;324;548
62.76358985900879;320;548
62.855595111846924;319;548
62.95060086250305;319;547
63.06260704994202;319;548
63.15861248970032;319;547
63.259618282318115;316;547
63.35862398147583;312;546
63.46663022041321;306;545
63.56263566017151;297;543
63.655640840530396;289;540
63.76164722442627;281;537
63.866652965545654;273;534
63.95965838432312;261;529
64.05566382408142;246;521
64.1466691493988;229;507
64.25767540931702;209;490
64.35468077659607;200;479
64.45768690109253;199;479
64.54669189453125;199;478
64.65769839286804;200;478
64.76270413398743;199;478
64.8587098121643;197;475
64.95471525192261;190;467
65.06672167778015;180;448
65.15972685813904;171;431
65.25873255729675;165;414
65.35173797607422;161;400
65.46674466133118;159;390
65.56275010108948;158;385
65.65875554084778;158;384
65.75176095962524;157;377
65.86576747894287;157;367
65.95977282524109;158;339
66.05177807807922;161;317
66.15478372573853;162;307
66.26279020309448;165;298
66.35979580879211;171;282
66.45980143547058;181;262
66.55280661582947;193;242
66.66581320762634;209;224
66.75881838798523;223;211
66.85882425308228;237;198
66.95082926750183;251;189
67.06183576583862;261;183
67.15884137153625;263;182
67.25584697723389;268;180
67.34685206413269;278;176
67.46285843849182;289;171
67.55386400222778;294;170
67.64986944198608;294;169
67.74587488174438;294;169
67.86988186836243;297;169
67.95388674736023;306;166
68.04989218711853;319;164
68.14589786529541;334;162
68.25790429115295;352;161
68.354909658432;370;162
68.45991587638855;392;164
68.54792070388794;413;170
68.6579270362854;431;176
68.75493288040161;443;182
68.85093808174133;452;187
68.94694352149963;463;194
69.0699508190155;475;203
69.15495562553406;482;210
69.24996089935303;488;214
69.34696650505066;489;216
69.46597337722778;489;216
69.56297874450684;489;216
69.65498399734497;489;216
69.75098967552185;489;216
69.85899567604065;492;219
69.96300172805786;493;220
70.055006980896;493;220
70.15201258659363;493;221
70.26301884651184;494;221
70.35902452468872;494;222
70.46603035926819;494;221
70.55503559112549;494;221
70.66704201698303;494;222
70.76304745674133;494;222
70.85505294799805;494;222
70.94605803489685;494;222
71.0580644607544;497;225
71.15506982803345;503;233
71.25107526779175;511;243
71.3460807800293;519;255
71.45808720588684;522;259
71.55409288406372;527;270
71.65109825134277;531;283
71.74710369110107;533;286
71.86911082267761;534;290
71.96311616897583;536;302
72.05912137031555;543;331
72.1521270275116;543;369
72.26613354682922;538;398
72.35713863372803;533;416
72.45914459228516;528;431
72.55514979362488;525;439
72.66315627098083;523;442
72.7631618976593;519;449
72.86616778373718;514;458
72.95517301559448;513;460
73.06617903709412;512;462
73.16518473625183;509;468
73.25919032096863;502;476
73.35519576072693;494;487
73.47320246696472;481;499
73.56020736694336;465;512
73.65921306610107;445;526
73.75121855735779;423;537
73.86622500419617;400;544
73.95923018455505;380;548
74.05923581123352;361;550
74.1552414894104;346;551
74.26224780082703;333;550
74.35925340652466;325;549
74.45925903320312;321;548
74.55526423454285;320;548
74.66627073287964;321;548
74.76027607917786;320;548
74.85928177833557;317;548
74.95528745651245;317;547
75.06229329109192;316;547
75.15929889678955;315;547
75.2593047618866;312;546
75.3553102016449;306;545
75.46631669998169;290;542
75.559321641922;259;528
75.65632748603821;221;499
75.75533318519592;186;455
75.86633944511414;169;420
75.96034479141235;162;402
76.05535006523132;160;393
76.15535593032837;158;386
76.26636219024658;157;385
76.35936737060547;158;384
76.45037269592285;158;385
76.54637837409973;158;384
76.65738439559937;157;379
76.75339007377625;157;377
76.85039567947388;157;373
76.96540212631226;156;368
77.04440689086914;156;360
77.18241453170776;156;353
77.26541924476624;157;342
77.3464241027832;160;321
77.4424295425415;169;287
77.5534360408783;190;248
77.65244174003601;213;219
77.74644684791565;233;202
77.84245228767395;237;198
77.95345878601074;239;197
78.05046439170837;246;192
78.14546966552734;255;187
78.24247527122498;260;184
78.36548233032227;261;183
78.45048713684082;260;183
78.55149292945862;260;183
78.65149879455566;265;181
78.76250505447388;269;179
78.85851049423218;271;178
78.95151591300964;276;176
79.05052137374878;285;172
79.15852785110474;300;168
79.25953340530396;322;163
79.35153865814209;350;161
79.44854426383972;384;164
79.56255078315735;425;175
79.65455603599548;456;190
79.75156140327454;472;201
79.85056710243225;477;205
79.9555733203888;480;208
80.05057883262634;483;211
80.14658403396606;485;214
80.24458980560303;486;214
80.35359597206116;487;214
80.45060157775879;486;214
80.54660725593567;488;216
80.64261245727539;493;222
80.76961970329285;502;232
80.85062456130981;519;259
80.94663000106812;534;295
81.04163527488708;542;326
81.15364170074463;544;355
81.25064730644226;543;373
81.36665391921997;540;390
81.4436583518982;537;407
81.55366444587708;532;423
81.6506700515747;529;431
81.74967575073242;527;434
81.84268116950989;526;439
81.95368766784668;524;441
82.05169320106506;523;442
82.14669847488403;524;443
82.24170398712158;523;442
82.35371041297913;522;446
82.45071601867676;519;450
82.54872155189514;516;456
82.64272689819336;509;465
82.75373315811157;500;479
82.85073900222778;485;496
82.94674444198608;469;510
83.0427496433258;448;524
83.16575694084167;417;537
83.25076174736023;384;547
83.34676718711853;357;550
83.44277286529541;341;550
83.55377888679504;333;549
83.651784658432;326;548
83.74679017066956;321;548
83.84279561042786;320;548
83.95380210876465;321;548
84.05480790138245;320;547
84.15481352806091;314;546
84.24681854248047;311;546
84.35882496833801;304;545
84.45583057403564;294;542
84.55583643913269;279;537
84.65084171295166;259;528
84.75884795188904;238;515
84.85585355758667;217;497
84.9548590183258;193;470
85.05086469650269;180;448
85.16287112236023;172;432
85.25487637519836;169;426
85.35488200187683;165;415
85.45088744163513;162;404
85.55789375305176;160;395
85.65489935874939;158;388
85.75490498542786;158;387
85.85091042518616;158;387
85.95891666412354;158;387
86.04992175102234;158;385
86.15192770957947;157;378
86.24193286895752;157;373
86.35893940925598;157;363
86.4509449005127;157;352
86.54595017433167;158;334
86.64195561408997;165;303
86.76496291160583;183;261
86.84996771812439;210;224
86.94597315788269;234;200
87.04197859764099;247;191
87.16198563575745;253;187
87.2589910030365;260;184
87.35299634933472;262;182
87.4510018825531;262;182
87.56300830841064;264;182
87.65901398658752;271;178
87.75201916694641;276;176
87.85102486610413;285;172
87.96303129196167;296;168
88.0550365447998;307;166
88.1510419845581;319;164
88.2470474243164;335;161
88.35405373573303;362;161
88.45505928993225;397;166
88.55206513404846;436;180
88.65907096862793;466;197
88.7590765953064;481;209
88.85908246040344;486;214
88.95108771324158;487;215
89.04709339141846;487;215
89.16009998321533;488;215
89.25910544395447;488;215
89.3511106967926;488;215
89.4471161365509;489;217
89.55912256240845;492;220
89.65012764930725;496;223
89.75113344192505;501;231
89.8511393070221;507;238
89.95914554595947;515;250
90.05515098571777;522;263
90.14615607261658;529;277
90.25116205215454;534;289
90.36316847801208;537;301
90.45917415618896;540;315
90.55217933654785;543;334
90.64718461036682;544;355
90.75719094276428;543;375
90.85919690132141;539;393
90.95520234107971;536;409
91.05120801925659;533;421
91.15921401977539;530;429
91.25921964645386;529;434
91.35122513771057;527;436
91.45123076438904;524;440
91.55823707580566;524;441
91.65824270248413;520;448
91.75424790382385;516;456
91.8472535610199;505;473
91.96226000785828;481;500
92.05926561355591;448;524
92.15527105331421;400;543
92.24327611923218;358;550
92.33828163146973;336;549
92.45128774642944;329;548
92.54729342460632;323;547
92.64229893684387;319;547
92.74130463600159;318;547
92.84931087493896;313;547
92.94631624221802;304;545
93.04232168197632;301;544
93.1383273601532;297;543
93.24933362007141;290;540
93.34633922576904;281;538
93.4433445930481;268;533
93.53835010528564;250;522
93.64935660362244;225;504
93.74736213684082;197;475
93.84236764907837;176;440
93.93837308883667;163;406
94.06138014793396;158;387
94.15438556671143;157;383
94.25139093399048;157;384
94.34739637374878;157;383
94.45740270614624;157;382
94.55440831184387;157;374
94.6514139175415;156;361
94.74741911888123;157;338
94.85442543029785;164;305
94.95143103599548;176;272
95.0504367351532;193;242
95.151442527771;218;214
95.2544481754303;244;193
95.35145401954651;261;183
95.45145964622498;265;181
95.54746508598328;265;180
95.65447115898132;265;180
95.75147676467896;265;180
95.84848237037659;265;181
95.94648790359497;265;180
96.05449390411377;268;180
96.1514995098114;272;178
96.25150537490845;282;173
96.34451079368591;304;166
96.45851731300354;336;162
96.55152225494385;369;161
96.64752793312073;410;170
96.73853325843811;444;184
96.85453987121582;472;201
96.95454549789429;484;212
97.04755067825317;488;216
97.14655637741089;489;216
97.26556348800659;489;216
97.35256838798523;489;216
97.44757390022278;491;218
97.5435791015625;495;223
97.65858554840088;500;228
97.75159120559692;509;241
97.84659671783447;522;264
97.94760251045227;536;297
98.05460834503174;545;339
98.15161395072937;542;384
98.24761939048767;532;421
98.34362506866455;525;440
98.45863151550293;524;442
98.55563735961914;524;442
98.6476423740387;524;442
98.743647813797;524;442
98.85465431213379;524;442
98.95465993881226;522;446
99.04666519165039;520;451
99.14667081832886;516;456
99.25467705726624;510;464
99.35068273544312;505;472
99.44768834114075;497;482
99.54369354248047;485;495
99.65869998931885;464;512
99.75470566749573;432;532
99.85071110725403;400;544
99.94371628761292;376;549
100.05872321128845;362;550
100.15472841262817;353;550
100.24673390388489;347;550
100.34373950958252;343;550
100.4587459564209;337;550
100.55675172805786;332;550
100.64775681495667;327;549
100.74676251411438;323;548
100.85476875305176;322;548
100.95477437973022;321;548
101.0507800579071;321;548
101.14378523826599;312;546
101.2547914981842;295;543
101.3507969379425;263;529
101.44780278205872;228;506
101.53880786895752;192;468
101.64981412887573;173;434
101.74581980705261;166;416
101.84182500839233;162;408
101.93883061408997;159;397
102.04983687400818;158;390
102.14584255218506;158;386
102.24284815788269;157;385
102.3408534526825;158;385
102.4498598575592;157;385
102.54686546325684;157;382
102.64287090301514;156;376
102.7378761768341;156;368
102.84988260269165;156;354
102.94588828086853;157;332
103.04289388656616;164;299
103.13889932632446;182;258
103.24890542030334;209;222
103.34591102600098;233;200
103.44191646575928;240;193
103.53792214393616;241;193
103.65192866325378;242;193
103.74593377113342;245;190
103.8419394493103;250;187
103.9379448890686;256;184
104.0489513874054;259;182
104.14595699310303;262;181
104.24196219444275;262;181
104.34496831893921;262;181
104.45897483825684;266;179
104.55098009109497;273;176
104.64798545837402;280;174
104.74699115753174;289;170
104.85899758338928;300;167
104.95500326156616;315;163
105.04700827598572;341;160
105.14701414108276;373;161
105.25502038002014;403;166
105.35502600669861;433;177
105.4480311870575;459;192
105.54703688621521;476;204
105.65904331207275;485;212
105.75204873085022;488;215
105.84705424308777;488;215
105.9390594959259;488;215
106.05006575584412;489;215
106.14707136154175;492;220
106.24207663536072;498;227
106.3380823135376;511;245
106.45008873939514;530;283
106.5470941066742;542;339
106.64209985733032;540;388
106.73810505867004;531;422
106.85011148452759;527;434
106.95511770248413;525;438
107.05712342262268;524;440
107.14312839508057;523;442
107.25913500785828;523;442
107.35114026069641;523;443
107.45114588737488;520;449
107.54415130615234;517;452
107.65515756607056;513;459
107.75116324424744;506;470
107.84716844558716;495;485
107.94317412376404;475;505
108.0431797504425;451;523
108.15518617630005;414;540
108.25119161605835;375;549
108.34319686889648;345;551
108.45020318031311;331;549
108.55320882797241;330;549
108.66721534729004;329;549
108.7772216796875;326;549
108.88122749328613;323;548
108.97323298454285;321;548
109.06223797798157;319;548
109.15824365615845;310;546
109.24124836921692;303;545
109.35525488853455;289;541
109.44826006889343;273;534
109.54326558113098;253;525
109.64327120780945;231;509
109.75127744674683;207;488
109.84728288650513;193;470
109.9482889175415;186;460
110.03929400444031;179;448
110.15430045127869;173;435
110.25030612945557;167;422
110.3473117351532;164;412
110.43531656265259;162;404
110.55532336235046;160;397
110.64332866668701;159;392
110.75133466720581;158;389
110.84033966064453;158;389
110.95134592056274;158;382
111.04735159873962;157;377
111.14235711097717;156;366
111.2393627166748;159;331
111.35436916351318;179;267
111.44337439537048;211;220
111.54738020896912;234;199
111.63938546180725;245;191
111.7513918876648;253;186
111.85139775276184;260;182
111.94740295410156;263;180
112.03940844535828;264;180
112.15441489219666;264;180
112.24742031097412;263;180
112.34642601013184;265;179
112.44343137741089;272;176
112.55143761634827;277;174
112.65144324302673;285;171
112.74744892120361;300;167
112.84245443344116;330;161
112.95446062088013;372;161
113.04746603965759;411;169
113.14647173881531;441;181
113.24247717857361;462;193
113.35448360443115;475;203
